,sleep_hours,study_hours,social_media_hours,attendance,exam_pressure,family_support,stress_level,study_sleep_ratio,pressure_support_gap,low_sleep,high_pressure,study_pressure,student_type_college,student_type_school,student_type_working_student,month_April,month_August,month_December,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September
38,8.982295253238592,2.73955270996706,3.5010568837904823,78.0111512621255,5.0,3.0,0,0.2744411621243378,2.0,0,0,13.697763549835301,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
39,7.739757106787922,4.538138319492896,4.578908312831338,72.93096414031396,2.0,4.0,0,0.519252224523294,-2.0,0,0,9.076276638985792,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
40,4.907335422238607,6.067430892557745,3.5010568837904823,83.26093890077931,5.0,4.0,0,1.027101130861208,1.0,1,0,30.337154462788725,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,5.630410593916289,4.538138319492896,8.942404345241163,83.97348796082059,5.0,3.0,0,0.6844430303693183,2.0,0,0,22.69069159746448,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,3.39475009900158,5.23626092042379,3.963107247956213,95.52670108661248,3.0,1.0,0,1.1914809266659754,2.0,1,0,15.70878276127137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
43,7.0751535001381685,5.086542821505878,4.825578073066106,83.64975515138727,5.0,5.0,0,0.6299004497461065,0.0,0,0,25.432714107529392,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
44,8.918998165525252,5.7459414165137455,3.5108060688715144,89.4449109799672,6.0,7.0,0,0.5792864683133525,-1.0,0,0,34.475648499082475,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45,5.284386903191296,5.228131619718729,4.345107855038943,81.717450509825,8.0,3.0,1,0.8319238933337816,5.0,0,1,41.82505295774983,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46,7.763728770005108,0.9342924469558326,3.444047427543527,95.54517918010808,6.0,9.0,0,0.10660900987186621,-3.0,0,0,5.605754681734996,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
47,7.241748217103223,2.395483838769437,2.835607270393184,81.9415541178291,2.0,7.0,0,0.29065239263174103,-5.0,0,0,4.790967677538874,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
48,7.843468091155645,3.6180625310961663,2.238722640957421,77.01071599668214,3.0,7.0,0,0.4091225855967741,-4.0,0,0,10.854187593288499,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
49,6.477424137603091,3.1909564220042106,1.693351933558234,77.42790747943792,7.0,6.0,1,0.42674540901822916,1.0,0,1,22.336694954029475,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
50,7.077199827434079,2.670941030219698,3.8311427275219714,70.94230495138123,4.0,6.0,0,0.3306766066561694,-2.0,0,0,10.683764120878791,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
51,8.261997918119334,4.601198532302109,2.6537274695799624,83.54260652952325,4.0,1.0,0,0.496782505565105,3.0,0,0,18.404794129208437,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,6.75715735172514,3.4514888029570603,3.469782970207361,85.73773091962666,5.0,5.0,0,0.4449424765361337,0.0,0,0,17.2574440147853,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
53,7.069815167232082,7.383754255945416,0.9313440295332748,99.91197499598248,4.0,6.0,0,0.9149843091732195,-2.0,0,0,29.535017023781663,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
54,6.659227782267342,2.2116432037407208,6.318186982378672,85.75489653278812,4.0,9.0,0,0.28875537673146645,-5.0,0,0,8.846572814962883,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,6.805782535538312,3.234973983180104,3.795826837646976,97.73176836971793,3.0,5.0,0,0.4144330140446335,-2.0,0,0,9.704921949540312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,7.601346590195945,4.538138319492896,4.949494189232855,84.00470402532763,5.0,5.0,0,0.5276078892885904,0.0,0,0,22.69069159746448,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57,6.758806827533926,6.099771189440037,1.9200560019185025,99.17175768352163,3.0,7.0,0,0.7861738699040146,-4.0,0,0,18.29931356832011,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
58,7.350924072777139,0.5469224655782561,5.10803132547173,91.15192224599528,6.0,3.0,0,0.0654924485975328,3.0,0,0,3.2815347934695365,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59,6.823924008505577,3.430923261848396,5.010045105718464,82.29123718012954,4.0,5.0,0,0.43851694598753216,-1.0,0,0,13.723693047393583,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60,8.787241360762298,4.538138319492896,6.26573895846046,68.0684116385251,9.0,7.0,0,0.46367900332841433,2.0,0,1,40.84324487543606,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61,7.029890726636923,3.8215166195432753,4.8071726202930165,90.56186725852224,2.0,2.0,0,0.4759114102096632,0.0,0,0,7.6430332390865505,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62,8.33108213174651,3.535814392948134,2.356416803655008,85.22497058280652,5.0,4.0,1,0.3789286540430795,1.0,0,0,17.679071964740668,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63,3.612740423138813,6.686402284222593,4.694972490689108,76.63283433698163,2.0,9.0,0,1.449550954717006,-7.0,1,0,13.372804568445186,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
64,5.251724870836462,5.012890781368468,4.5703717533451655,91.11807766637662,4.0,6.0,0,0.801841233409518,-2.0,0,0,20.051563125473873,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65,5.251791890945058,0.1841380383832999,5.001893361175749,74.42653776760946,7.0,4.0,1,0.029453641707108152,3.0,0,1,1.2889662686830992,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66,6.505488376268909,8.08836775829687,6.301412750075015,86.39042692124097,7.0,5.0,1,1.0776604203226705,2.0,0,1,56.618574308078095,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
67,7.812780840935815,2.2262845420494437,0.1057077132748607,71.87070757548102,9.0,4.0,1,0.25261998252676826,5.0,0,1,20.036560878444995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68,4.7180688213556925,3.982004531809492,5.125737202855668,59.461157777829065,5.0,10.0,0,0.696389752592275,-5.0,1,0,19.91002265904746,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69,9.269452202496336,2.569148887324741,7.742260390021837,76.82960395613895,7.0,6.0,0,0.2501738979514626,1.0,0,1,17.984042211273188,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
70,6.542206592111501,2.146266500165302,2.659328243446377,88.89669983480746,2.0,5.0,0,0.2845674503811805,-3.0,0,0,4.292533000330604,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
71,5.350593121297056,0.7376277279894156,3.9288812448589314,79.70043538691164,4.0,3.0,0,0.1161509978517977,1.0,0,0,2.9505109119576622,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72,6.864180560100374,4.538138319492896,0.5533872776743163,81.9415541178291,6.0,5.0,0,0.5770643597017022,1.0,0,0,27.228829916957377,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
73,6.749753195159183,9.880133694184362,1.7289413315728304,93.6759510199918,6.0,5.0,0,1.274896560622847,1.0,0,0,59.280802165106174,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
74,5.620542099587615,6.611878649141275,3.0623919356878093,68.25887830535972,5.0,2.0,0,0.998691428841321,3.0,0,0,33.059393245706374,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
75,5.415030905517298,6.131987980835733,1.9569527135166576,61.053576883009846,7.0,9.0,1,0.9558781666292314,-2.0,0,1,42.923915865850134,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
76,7.931829654438181,4.538138319492896,0.8729193775599817,81.29244516304894,7.0,6.0,0,0.508086080351736,1.0,0,1,31.766968236450275,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
77,8.241820529554166,2.4008096902847846,5.759764815106532,74.96176488851329,8.0,8.0,1,0.2597767055319134,0.0,0,1,19.206477522278277,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
78,7.722817068463717,6.325642607172957,1.9812825971078531,84.9360595466456,6.0,4.0,0,0.7251834536393692,2.0,0,0,37.95385564303774,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
79,8.98554146952971,8.19747505564389,1.514302661650294,73.58496212418345,8.0,6.0,1,0.8209344561492234,2.0,0,1,65.57980044515112,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80,6.826720143438318,6.465850932074606,4.170373748785668,99.6404789660602,6.0,8.0,0,0.8261252240499971,-2.0,0,0,38.795105592447634,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
81,6.844647689590549,4.538138319492896,3.533206746641864,81.9415541178291,4.0,7.0,0,0.5785012277243217,-3.0,0,0,18.152553277971585,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
82,9.15096779302075,1.2424828421486709,1.6537460370467727,88.10298421503994,6.0,7.0,0,0.12240043190787525,-1.0,0,0,7.454897052892026,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
83,9.867791312812374,2.4644000133548176,5.307604891901218,73.51346265162549,4.0,6.0,0,0.2267618085792152,-2.0,0,0,9.85760005341927,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84,7.107426710412089,4.141573910236118,1.5758814293416872,95.18846360822486,5.0,7.0,0,0.5108370458554053,-2.0,0,0,20.70786955118059,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85,3.759542424625006,7.158781883485752,3.70544639310781,84.42515180021663,6.0,7.0,0,1.5040903609656924,-1.0,1,0,42.952691300914516,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
86,8.151948632552795,6.334222337267834,6.452837827690118,72.25876093534133,7.0,5.0,1,0.6921173393322466,2.0,0,1,44.33955636087484,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,3.991246593601341,6.564630746866817,0.9472140088105574,86.96910987054876,1.0,9.0,0,1.3152286956293677,-8.0,1,0,6.564630746866817,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88,6.646831144325613,3.6523096652375777,5.820480389812873,88.68083626143279,9.0,5.0,1,0.4776239459593404,4.0,0,1,32.8707869871382,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89,5.038782923363756,2.4431201557500253,2.9503397943127663,76.66648146362503,5.0,5.0,0,0.4045716143062061,0.0,0,0,12.215600778750126,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,8.051305278089014,1.9263089664040107,5.642104868652886,64.16396051451466,3.0,4.0,0,0.21282112438159956,-1.0,0,0,5.778926899212032,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91,6.640615054548915,6.357867835409808,3.5010568837904823,99.04736808930976,5.0,5.0,0,0.8321146648560169,0.0,0,0,31.789339177049037,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
92,8.178719469062893,4.299605668182917,3.488512808968166,82.85324628780815,7.0,8.0,1,0.46843197274683546,-1.0,0,1,30.097239677280417,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
93,6.387916705381302,3.087948000669299,2.300491523682375,85.56749953246486,2.0,7.0,0,0.4179727687536138,-5.0,0,0,6.175896001338598,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94,4.280158085707246,8.8205426157351,2.9444755401283285,81.9415541178291,5.0,5.0,1,1.6705072978044446,0.0,1,0,44.1027130786755,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
95,5.3968684029111085,6.214732812231906,6.034256285449479,81.9415541178291,5.0,3.0,0,0.9715273819614118,2.0,0,0,31.073664061159533,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
96,5.7825664836129445,5.176044866968509,4.8860956147818,66.893722055902,8.0,6.0,1,0.7631395695824168,2.0,0,1,41.40835893574807,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
97,7.566493113945817,2.6892485583895605,1.3897769299825962,79.11305527337623,5.0,7.0,0,0.31392642503985674,-2.0,0,0,13.446242791947803,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
98,6.090773794578705,6.239950468601872,2.353070926664752,71.27613763706817,1.0,8.0,0,0.8800098056114363,-7.0,0,0,6.239950468601872,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
99,4.100585147426388,4.207261382734256,0.4381173187371852,92.73558954360118,5.0,4.0,0,0.8248585723261813,1.0,1,0,21.03630691367128,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
100,6.633389721890468,3.529524901569117,5.50083497225549,76.82933305450541,6.0,9.0,0,0.46237975921069613,-3.0,0,0,21.177149409414703,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
101,8.769863246311594,8.776803631221066,2.221439553998102,82.98072515082572,6.0,7.0,1,0.8983548090639408,-1.0,0,0,52.6608217873264,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
102,7.034506788876497,6.711591770257588,5.466398148711988,71.01726712071965,3.0,7.0,0,0.8353458334927988,-4.0,0,0,20.134775310772763,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103,7.522528291625965,4.45490052128985,5.028888747524265,81.42163521148514,5.0,6.0,0,0.5227205318481759,-1.0,0,0,22.27450260644925,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
104,5.503494583635198,7.1022195555488254,3.665350753710915,63.64918791899102,9.0,7.0,1,1.0920620389875013,2.0,0,1,63.91997599993943,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
105,8.105357625737112,2.3614484638527182,2.165260601962811,84.76491442534015,3.0,7.0,0,0.2593471405426045,-4.0,0,0,7.084345391558155,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
106,7.749382040352365,5.35769817127049,3.388892394554594,95.0982190791002,6.0,3.0,1,0.6123516091262965,3.0,0,0,32.14618902762294,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
107,6.567975874071457,4.538138319492896,0.3989208313595564,98.88279318559714,1.0,3.0,0,0.5996502096473315,-2.0,0,0,4.538138319492896,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
108,8.182926060662714,7.862117457347291,4.055374294208073,76.6816806535503,4.0,8.0,0,0.8561669129654189,-4.0,0,0,31.448469829389165,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109,4.411479806585013,3.8666090220422222,3.401607513364417,98.09085451220244,7.0,6.0,1,0.7145197173861946,1.0,1,1,27.066263154295555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,8.053714986307623,7.766768877074827,4.387970824964931,74.2295077818918,9.0,8.0,1,0.8578543602069307,1.0,0,1,69.90091989367345,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111,9.070930917713904,4.538138319492896,5.34253840710762,77.75203905580388,3.0,6.0,0,0.45061756024070226,-3.0,0,0,13.614414958478688,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112,6.886137849260675,4.662738897074724,2.2774182468296376,53.37807948380959,3.0,2.0,0,0.5912575948075591,1.0,0,0,13.98821669122417,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
113,7.000958588836007,3.54975253348933,6.440987071914429,94.4057773912062,5.0,1.0,1,0.44366590503823045,4.0,0,0,17.74876266744665,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
114,6.542206592111501,5.715014397305337,3.864036941760196,87.55690487603276,2.0,8.0,1,0.7577377160793699,-6.0,0,0,11.430028794610674,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115,6.632045698799197,5.530673874875738,4.042291747262102,81.4129289631883,4.0,7.0,0,0.7246646696240194,-3.0,0,0,22.122695499502953,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116,7.8381568989534465,5.747079144373232,1.8337794763823496,96.979821320269,5.0,1.0,1,0.6502576510102193,4.0,0,0,28.73539572186616,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
117,8.302737617193365,4.001870586369126,3.077075313055573,93.11051110523324,8.0,7.0,1,0.4301820336169483,1.0,0,1,32.01496469095301,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
118,6.697847015730002,5.353325047310879,3.1214948638880067,95.66905340378848,10.0,5.0,1,0.6954314675742114,5.0,0,1,53.53325047310879,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
119,5.03094824205466,1.8187973003401217,4.367985015113879,75.59183001716801,7.0,6.0,0,0.3015773353280317,1.0,0,1,12.73158110238085,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120,7.593141048489475,4.060859954737402,0.5504615991507231,98.3786199489448,10.0,7.0,1,0.4725699173122767,3.0,0,1,40.60859954737402,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
121,7.344508995906735,3.4261100668033286,4.647734481971666,83.38309906240973,2.0,7.0,0,0.4105825841261543,-5.0,0,0,6.852220133606657,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
122,4.851679710378452,7.797493078497832,1.1152071265466477,92.20084003522962,5.0,7.0,0,1.3325221926737232,-2.0,1,0,38.987465392489156,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
123,6.793840742077666,5.1054482892616,1.0646419008373469,82.43333210543082,8.0,3.0,0,0.6550619211011233,5.0,0,1,40.8435863140928,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
124,9.918081213555396,9.087370958935214,2.084056122597426,99.50579000478436,3.0,6.0,1,0.8323230777632195,-3.0,0,0,27.26211287680564,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
125,6.542206592111501,11.191961107295471,5.938899009901126,64.48757299137455,8.0,1.0,1,1.483910705787521,7.0,0,1,89.53568885836377,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
126,6.142606851800156,4.152019856382212,1.2602684190266975,80.13787813707397,6.0,6.0,0,0.5813031491906594,0.0,0,0,24.912119138293274,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
127,6.4884100753237295,3.8456411305534415,0.2738300025805511,75.61976320764066,7.0,8.0,0,0.5135457449406831,-1.0,0,1,26.91948791387409,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
128,6.951592222509516,2.2688691457363075,0.9919301520206876,97.0394779768198,4.0,9.0,1,0.2853351985673448,-5.0,0,0,9.07547658294523,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
129,5.99265222415008,5.662161529724727,2.2720256128039096,78.2179605418818,2.0,6.0,0,0.8097301779387338,-4.0,0,0,11.324323059449455,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
130,6.542206592111501,2.2029370795086614,3.0550218283223733,82.03591206368586,6.0,9.0,0,0.29208124341392927,-3.0,0,0,13.217622477051968,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
131,7.015505381803253,1.659197948413916,3.2082498143035783,75.51848221669276,4.0,2.0,0,0.20699854461836134,2.0,0,0,6.636791793655664,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
132,9.064413943487793,0.9489973543104764,1.587663879498661,71.40785413407283,7.0,6.0,0,0.09429236114881064,1.0,0,1,6.642981480173335,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
133,9.26928333161274,1.7341268020718217,3.814701233134632,89.47714770246739,5.0,9.0,0,0.16886541602504268,-4.0,0,0,8.670634010359109,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
134,7.240189116115941,1.4066545125894896,3.546275805979054,94.28284548196469,8.0,5.0,0,0.17070658121649082,3.0,0,1,11.253236100715917,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
135,5.708197136391604,4.873495366072717,3.028323631984519,81.43529216470093,8.0,6.0,0,0.7264985311231047,2.0,0,1,38.98796292858174,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
